epoch,global_step,MR,b-minFDE6,minADE1,minADE6,minFDE1,minFDE6
17,112464,0.24759884178638458,2.2719907760620117,2.1590754985809326,0.8394140005111694,5.269973278045654,1.6487884521484375
18,118712,0.24139587581157684,2.2478106021881104,2.0952823162078857,0.8556912541389465,5.248152732849121,1.6114717721939087
19,124960,0.22923003137111664,2.2031290531158447,2.1693756580352783,0.8492611050605774,5.156760215759277,1.573113203048706
20,131208,0.22118617594242096,2.23994517326355,2.0195257663726807,0.8238546848297119,5.011349201202393,1.593058705329895
21,137456,0.23907475173473358,2.201716184616089,2.0556588172912598,0.8133535385131836,5.203803539276123,1.5742945671081543
22,143704,0.2005762755870819,2.122331380844116,2.0176892280578613,0.8204363584518433,4.900582313537598,1.4810407161712646
23,149952,0.23719385266304016,2.2752299308776855,2.480154514312744,0.9201818704605103,5.625904083251953,1.6093621253967285
24,156200,0.24383704364299774,2.289288282394409,2.200226068496704,0.8374951481819153,5.474445343017578,1.6490188837051392
25,162448,0.20533856749534607,2.1172962188720703,2.0044713020324707,0.8233057260513306,4.768617153167725,1.4811567068099976
26,168696,0.20133663713932037,2.112445831298828,1.945468783378601,0.8025674223899841,4.737607479095459,1.4872760772705078
27,174944,0.19341284036636353,2.052499771118164,1.8550463914871216,0.7543647289276123,4.582154273986816,1.421869158744812
28,181192,0.20149672031402588,2.0869646072387695,1.8884304761886597,0.761509895324707,4.691987037658691,1.4628082513809204
29,187440,0.20261725783348083,2.1190569400787354,2.0516324043273926,0.8027698397636414,4.840566158294678,1.4911054372787476
30,193688,0.19437329471111298,2.0651798248291016,1.8743255138397217,0.7589475512504578,4.607061862945557,1.4343323707580566
31,199936,0.20245717465877533,2.0872092247009277,1.9321410655975342,0.7995922565460205,4.575714588165283,1.4556493759155273
32,206184,0.19145189225673676,2.071885347366333,1.9022501707077026,0.7746960520744324,4.6525559425354,1.4481905698776245
33,212432,0.19437329471111298,2.03971004486084,1.8051258325576782,0.7455826997756958,4.432703495025635,1.4175541400909424
34,218680,0.18993116915225983,2.047891616821289,1.8670580387115479,0.7396417260169983,4.626931667327881,1.4217963218688965
35,224928,0.19297263026237488,2.097928524017334,1.9225257635116577,0.7584829926490784,4.705135345458984,1.4571174383163452
36,231176,0.1946934461593628,2.073509931564331,1.8962078094482422,0.778049886226654,4.616721153259277,1.4479072093963623
37,237424,0.18312789499759674,2.0301742553710938,2.0333425998687744,0.766741931438446,4.784365177154541,1.3946744203567505
38,243672,0.1809268444776535,2.0101590156555176,1.7770012617111206,0.7270487546920776,4.403194904327393,1.3825544118881226
39,249920,0.17932607233524323,2.00866436958313,1.784217357635498,0.7248947620391846,4.43739128112793,1.3770273923873901
40,256168,0.18168720602989197,2.0087502002716064,1.809024453163147,0.7271240949630737,4.504169940948486,1.3732035160064697
41,262416,0.17096206545829773,1.9812926054000854,1.8235629796981812,0.7776182293891907,4.280148029327393,1.358735203742981
42,268664,0.17476388812065125,2.0083436965942383,1.7835235595703125,0.7237144112586975,4.43255615234375,1.3654714822769165
43,274912,0.1717224270105362,1.998849868774414,1.782077431678772,0.7613137364387512,4.306313514709473,1.3677303791046143
44,281160,0.1850888431072235,2.017789602279663,1.7795076370239258,0.7264177203178406,4.401047706604004,1.382094383239746
45,287408,0.17284296452999115,1.979058027267456,1.7558196783065796,0.7227051854133606,4.29505729675293,1.3464736938476562
46,293656,0.17684487998485565,1.9756046533584595,1.7577366828918457,0.7183467745780945,4.341640949249268,1.3557453155517578
47,299904,0.18985113501548767,2.0387940406799316,1.8575137853622437,0.7274376153945923,4.6077375411987305,1.4068726301193237
48,306152,0.16724027693271637,1.9813954830169678,1.8257861137390137,0.708211362361908,4.485502243041992,1.336923599243164
49,312400,0.16431887447834015,1.958996057510376,1.8049384355545044,0.7344422340393066,4.315882682800293,1.3251547813415527
50,318648,0.1652793288230896,1.9516198635101318,1.7133671045303345,0.6957402229309082,4.246533393859863,1.3219870328903198
51,324896,0.16575956344604492,1.9615285396575928,1.8064969778060913,0.7291628122329712,4.280251979827881,1.327997088432312
52,331144,0.16712021827697754,1.9473403692245483,1.7339890003204346,0.7029111981391907,4.282642364501953,1.321975827217102
53,337392,0.17948615550994873,2.0030579566955566,1.7479389905929565,0.7089971899986267,4.381409168243408,1.3634307384490967
54,343640,0.18704979121685028,2.024395227432251,1.7710994482040405,0.7158311009407043,4.440576076507568,1.395652413368225
55,349888,0.168080672621727,1.95964777469635,1.714316964149475,0.7047081589698792,4.212285041809082,1.3293330669403076
56,356136,0.17648471891880035,2.0087504386901855,1.8167959451675415,0.710206925868988,4.487536907196045,1.3649671077728271
57,362384,0.17024171352386475,1.9790680408477783,1.7545700073242188,0.7130647897720337,4.35017728805542,1.3459867238998413
58,368632,0.1715223342180252,1.9713391065597534,1.778141975402832,0.7207118272781372,4.293322563171387,1.33660089969635
59,374880,0.17420361936092377,1.982513189315796,1.7722127437591553,0.7034904956817627,4.430281639099121,1.3438891172409058
60,381128,0.16331839561462402,1.931251049041748,1.7132813930511475,0.686452329158783,4.224959850311279,1.3039652109146118
61,387376,0.1675204038619995,1.9717170000076294,1.7086684703826904,0.7008672952651978,4.254122257232666,1.3359850645065308
62,393624,0.16011685132980347,1.9346710443496704,1.7084115743637085,0.6920225620269775,4.179544448852539,1.3005472421646118
63,399872,0.16011685132980347,1.9307836294174194,1.7108547687530518,0.6984951496124268,4.198148250579834,1.2996701002120972
64,406120,0.1576356589794159,1.9321266412734985,1.704584002494812,0.6842343807220459,4.240744590759277,1.297802448272705
65,412368,0.15979669988155365,1.9225753545761108,1.695517897605896,0.6810649037361145,4.217376232147217,1.29166841506958
66,418616,0.16551944613456726,1.9681910276412964,1.7700139284133911,0.6940904855728149,4.352506160736084,1.3227652311325073
67,424864,0.15871618688106537,1.9376256465911865,1.7218809127807617,0.6876466274261475,4.203496932983398,1.3045690059661865
68,431112,0.17144228518009186,1.9909770488739014,1.712289571762085,0.6978965401649475,4.269251823425293,1.350487470626831
69,437360,0.16920121014118195,1.9809157848358154,1.7535672187805176,0.6978259086608887,4.374246597290039,1.3402791023254395
70,443608,0.1571154147386551,1.9266165494918823,1.6724951267242432,0.681136965751648,4.130845069885254,1.2907243967056274
71,449856,0.16019690036773682,1.9276118278503418,1.7113327980041504,0.6924071311950684,4.177566051483154,1.291832685470581
72,456104,0.1579558253288269,1.9358289241790771,1.7439392805099487,0.6880003809928894,4.2657060623168945,1.2955049276351929
73,462352,0.16375860571861267,1.9526265859603882,1.7258771657943726,0.688308596611023,4.285950183868408,1.313740849494934
74,468600,0.1647590845823288,1.9657294750213623,1.7043590545654297,0.6951603889465332,4.2397541999816895,1.3252274990081787
75,474848,0.16083720326423645,1.9369617700576782,1.7157396078109741,0.6839672327041626,4.262425422668457,1.3001480102539062
76,481096,0.1584760695695877,1.946290135383606,1.7051290273666382,0.6926291584968567,4.186641693115234,1.3103982210159302
77,487344,0.1588362455368042,1.9352179765701294,1.6845372915267944,0.6848359704017639,4.184751987457275,1.2974376678466797
78,493592,0.15595485270023346,1.9245612621307373,1.6768667697906494,0.6792823672294617,4.138637542724609,1.2876979112625122
79,499840,0.1621578335762024,1.9493906497955322,1.6884369850158691,0.6880108118057251,4.152595520019531,1.3132203817367554
