epoch,global_step,MR,b-minFDE6,minADE1,minADE6,minFDE1,minFDE6
41,262416,0.17392347753047943,1.9890027046203613,1.861073613166809,0.7536958456039429,4.37700891494751,1.3571205139160156
42,268664,0.17612454295158386,1.999160647392273,1.7991399765014648,0.7341984510421753,4.419544696807861,1.3703631162643433
43,274912,0.17288298904895782,1.971198320388794,1.7723196744918823,0.7278780341148376,4.333357810974121,1.3405526876449585
44,281160,0.1739635020494461,1.9841104745864868,1.8015304803848267,0.7218453288078308,4.410805702209473,1.3577395677566528
45,287408,0.17560428380966187,2.0133605003356934,1.770308017730713,0.7211266160011292,4.3852763175964355,1.3838084936141968
46,293656,0.19969585537910461,2.0837888717651367,1.8439196348190308,0.740058183670044,4.613191604614258,1.447570562362671
47,299904,0.17580439150333405,2.0087532997131348,1.8522706031799316,0.7120183110237122,4.592411041259766,1.3645118474960327
48,306152,0.1706819236278534,1.9581800699234009,1.7786272764205933,0.7117017507553101,4.372406959533691,1.3327406644821167
49,312400,0.1708420068025589,1.985338568687439,1.757768988609314,0.7121132016181946,4.334602355957031,1.3533128499984741
50,318648,0.16712021827697754,1.9466304779052734,1.7087515592575073,0.6982957124710083,4.221654415130615,1.321035623550415
51,324896,0.1598767340183258,1.9414138793945312,1.7534775733947754,0.7082002758979797,4.260193824768066,1.3085486888885498
52,331144,0.16383863985538483,1.9534465074539185,1.7245113849639893,0.7052556276321411,4.2451090812683105,1.3198381662368774
53,337392,0.17704498767852783,1.9993743896484375,1.7656759023666382,0.7123866081237793,4.381932735443115,1.3601456880569458
54,343640,0.17044180631637573,1.9667199850082397,1.7364140748977661,0.7082477807998657,4.296604633331299,1.3416237831115723
55,349888,0.16183768212795258,1.941986083984375,1.715422511100769,0.7055395841598511,4.229147911071777,1.3156249523162842
56,356136,0.17420361936092377,2.019221067428589,1.8107270002365112,0.7130872011184692,4.48195219039917,1.371231198310852
57,362384,0.16924123466014862,1.9765698909759521,1.7526695728302002,0.7050562500953674,4.340383529663086,1.3445745706558228
58,368632,0.16692012548446655,1.9526458978652954,1.722366213798523,0.7045722603797913,4.212216377258301,1.3226828575134277
59,374880,0.16487914323806763,1.9498229026794434,1.7393372058868408,0.7014778256416321,4.286961555480957,1.3162310123443604
60,381128,0.15939651429653168,1.923022747039795,1.7038034200668335,0.6879696249961853,4.193216323852539,1.2938346862792969
61,387376,0.16635985672473907,1.96431565284729,1.714125156402588,0.7051225304603577,4.220752716064453,1.3285765647888184
62,393624,0.15855610370635986,1.9418838024139404,1.709994912147522,0.6887727975845337,4.227969646453857,1.306118369102478
63,399872,0.16347846388816833,1.952774167060852,1.6897715330123901,0.6941052675247192,4.181715965270996,1.3146038055419922
64,406120,0.15887625515460968,1.9326715469360352,1.6965168714523315,0.689372718334198,4.156693458557129,1.298580527305603
65,412368,0.16159756481647491,1.923178791999817,1.7234725952148438,0.6906871795654297,4.234560489654541,1.2906877994537354
66,418616,0.17360332608222961,2.0045297145843506,1.7940430641174316,0.7118176817893982,4.380676746368408,1.3609892129898071
67,424864,0.16207779943943024,1.9369511604309082,1.7027802467346191,0.6899499297142029,4.174562454223633,1.3052406311035156
68,431112,0.16627980768680573,1.958085536956787,1.7111351490020752,0.6927638053894043,4.231080532073975,1.3187098503112793
69,437360,0.1628381609916687,1.9544426202774048,1.7231680154800415,0.6877217292785645,4.279404163360596,1.3140403032302856
70,443608,0.15515448153018951,1.9260860681533813,1.7083137035369873,0.6864549517631531,4.173530578613281,1.2859699726104736
71,449856,0.15423403680324554,1.9179422855377197,1.703627109527588,0.6845399141311646,4.196244716644287,1.2813198566436768
72,456104,0.15591484308242798,1.9209973812103271,1.712092638015747,0.6833810806274414,4.220803260803223,1.2868850231170654
73,462352,0.16191771626472473,1.956994652748108,1.7780461311340332,0.689881443977356,4.362150192260742,1.3096486330032349
74,468600,0.1638786643743515,1.9536746740341187,1.7155818939208984,0.7035866975784302,4.203065872192383,1.314893126487732
75,474848,0.15731550753116608,1.920337438583374,1.7353968620300293,0.6834391355514526,4.249693870544434,1.2842828035354614
76,481096,0.1589963138103485,1.9393689632415771,1.6883068084716797,0.6933382749557495,4.154560089111328,1.3038280010223389
77,487344,0.1548343151807785,1.913167119026184,1.67612886428833,0.6817266941070557,4.114040374755859,1.279829502105713
78,493592,0.1567552387714386,1.9288119077682495,1.6931993961334229,0.6824726462364197,4.164327144622803,1.2893801927566528
79,499840,0.1555146425962448,1.9188706874847412,1.6774970293045044,0.6805892586708069,4.130598545074463,1.2854615449905396
